id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
99769,20878,Street Fighter II' Turbo: Hyper Fighting,NULL,1992-12-11 00:00:00.000,1,1,75.0000,2,NULL,NULL
99800,174923,Parodius,NULL,1992-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
99835,19693,Predator 2,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
99912,19695,RoboCop 3,NULL,1992-08-01 00:00:00.000,2,NULL,NULL,NULL,63.3560,12
100167,39495,New Atomic Punk: Global Quest,NULL,1992-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
100172,12594,Star Wars: The Empire Strikes Back,"From Wikipedia: ""The object of the game is to destroy an Imperial Probe Droid, escape a Wampa-infested ice cavern, fight during the Battle of Hoth, meet Master Yoda on Dagobah to train with him, and attempt to rescue friendly characters in Cloud City from Darth Vader. 
 
The gamer controls the character of Luke Skywalker, who can fight with a blaster pistol or a lightsaber, and can also board a snowspeeder during the Battle of Hoth. As Luke learns about the Force, he develops multiple Force Powers to help during the mission.""",1992-03-01 00:00:00.000,2,NULL,NULL,NULL,63.0000,3
100177,39377,Heated Barrel,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
100380,69639,Jack Nicklaus Golf & Course Design: Signature Edition,NULL,1992-03-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
100505,117025,Pensate,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
100511,54398,Star Legions,NULL,1992-12-01 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
100548,2455,Challenge of the Five Realms,NULL,1992-01-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
100793,73449,Cosmic Fantasy 3: Bouken Shounen Rei,NULL,1992-09-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
100851,73347,Dragon Slayer Gaiden,NULL,1992-06-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
100870,39817,Big Striker,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
100910,45671,Air Rescue,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101024,46392,Capcom No Quiz: Tonosama No Yabou,NULL,1992-12-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101109,46524,King Colossus,NULL,1992-07-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101259,50485,Hero's Heart,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101330,42119,Samurai Ghost,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101387,46225,Deadly Moves,NULL,1992-09-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101968,38359,Cotton 100%,NULL,1992-05-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
102024,128470,Pantheon,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
102301,14265,Arena 2000,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
102443,22893,Stratego,NULL,1992-08-24 00:00:00.000,NULL,NULL,70.0000,1,NULL,NULL
102453,8411,The Terminator 2029,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
102673,46070,Hyokkori Hyoutanjima: Daitouryou wo Mezase!,NULL,1992-09-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
102760,45778,Pro Quarterback,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
102819,78796,Tegel's Mercenaries,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
102836,48657,The Humans,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,58.0000,0
102869,48607,"1999: Hore, Mita koto ka! Seikimatsu",NULL,1992-09-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103002,48314,Cosmos Cop,NULL,1992-07-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103066,13051,Global Effect,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103098,15233,Jetsons: The Computer Game,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103362,37804,Super Nichibutsu Mahjong,NULL,1992-12-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103831,186074,Valis: The Fantasm Soldier,NULL,1992-03-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103863,92583,A Ressha de Ikou MD,NULL,1992-04-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104051,48611,Dream Master,NULL,1992-10-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104110,2457,Cobra Mission,NULL,1992-12-31 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
104315,39649,Football Frenzy,NULL,1992-01-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104644,46583,Kouryu Densetsu Villgust,NULL,1992-06-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104959,182,He-162 Volksjäger Tour Of Duty,NULL,1992-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104979,184,Indiana Jones and the Fate of Atlantis,"The plot is set in the fictional Indiana Jones universe and revolves around the eponymous protagonist's global search for the legendary sunken city of Atlantis. Sophia Hapgood, an old co-worker of Indiana Jones who gave up her archaeological career to become a psychic, supports him along the journey. The two partners are pursued by the Nazis who seek to use the power of Atlantis for warfare, and serve as the adventure's antagonists.",1992-06-01 00:00:00.000,138,NULL,NULL,NULL,90.0340,294
105072,16585,Dragon Quest V,NULL,1992-09-27 00:00:00.000,5,NULL,NULL,NULL,86.9050,13
105177,48680,Dragon Ball Z III: Ressen Jinzou Ningen,NULL,1992-08-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
105334,14599,Arena,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
105349,14651,Discovery: In the Steps of Columbus,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
105761,74004,Grand Slam Bridge II,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
105968,46654,The Secret Island of Dr. Quandary,NULL,1992-06-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
106289,49139,Penta Dragon,NULL,1992-08-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
106350,46828,Flying Tiger,NULL,1992-06-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107034,39029,Troddlers,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107146,18808,Bucky O'Hare,NULL,1992-01-31 00:00:00.000,2,NULL,NULL,NULL,88.6945,15
107156,49041,Phantom Air Mission,NULL,1992-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107356,2831,The Simpsons: Bart vs. The Juggernauts,Bart is a contestant in a series of goofy contests that pits him against various Springfield characters.,1992-09-01 00:00:00.000,NULL,NULL,NULL,NULL,59.0000,0
107569,28521,New Adventure Island,NULL,1992-07-26 00:00:00.000,NULL,NULL,NULL,NULL,73.0000,2
107639,46271,Lotus Turbo Challenge,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107945,71806,High Command: Europe 1939-'45,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108017,60380,Saint Seiya Paradise: Saikyou No Senshitachi,NULL,1992-11-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108079,49109,Downtown Nekketsu Koushinkyoku: Dokodemo Daiundoukai,NULL,1992-08-24 00:00:00.000,NULL,NULL,NULL,NULL,58.0000,0
108175,81522,Superman,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108201,14641,Die Hard 2: Die Harder,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108380,38395,Dragon Ball Z: Super Saiya Densetsu,NULL,1992-01-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108475,12709,Ork,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108582,44341,Somer Assault,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108725,4525,Andre Agassi Tennis,"The player can play in either career mode, exhibition mode, or practice mode where the player can learn to hit and receive tennis balls in a proper manner in order to assure victory on the tennis court. 
 
During the career mode, the player travels to tennis courts around the world and compete in tournaments where victory allows to play to win money. After mastering all the tournaments, the player actually plays against Mr. Andre Agassi in a final grudge match in order to determine who is the best tennis player in the world. All the other players are generic except for him.",1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109230,141679,Adventure Island,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109471,14184,10 out of 10: English,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109519,44313,Gate of Thunder,NULL,1992-02-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109549,50113,Stunt Island,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109579,40296,Exvania,NULL,1992-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109602,36753,Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai,NULL,1992-11-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109681,12029,Dalek Attack,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109733,42467,Rival Turf!,NULL,1992-03-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109859,79333,Kiloblaster,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109909,73683,Hiryuu no Ken S: Golden Fighter,NULL,1992-07-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109986,6023,Pinball Fantasies,NULL,1992-12-31 00:00:00.000,3,NULL,NULL,NULL,80.3575,14
110077,98703,Bonk's Adventure,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,72.0000,3
110100,10455,Undercover Cops,"Dr. Clayborn and his henchmen have taken control of the city and Commissioner Gordon (no, Batman is not in the game) made one last plea for help and called three of New York's Finest undercover cops : Bubba, an ex-professional football player; Flame, a former Miss America; and Claude, a retired philosophy teacher. They must fight every lackey and vanquish Dr. Clayborn in order to restore law and order to the city. Very fun beat-em-up where almost anything can be used as a weapon; fish, rocks, i-beams, cars, etc",1992-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110139,48103,Break Time: The National Pool Tour,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110180,45644,Chibi Maruko-chan: Waku Waku Shopping,NULL,1992-02-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110251,61363,Lazlos' Leap,NULL,1992-06-26 00:00:00.000,NULL,NULL,NULL,NULL,55.0000,0
110413,85547,Chou Aniki,"Botei, the unbeatable champion of the Intergalactic Bodybuilding Contest, have run dry on his protein supplies, so he decides to enslave various planets to set up factories of protein for his own use. In order to stop him, the Heavens send out his two champions, Idaten and Benten, who now must face Botei's Builder Army.",1992-12-25 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
110664,12798,Tip Off,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110741,13684,Arabian Magic,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110809,12704,No Second Prize,NULL,1992-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
110842,11044,Catacomb Abyss 3D,"The Catacomb series, which includes Curse of the Catacombs and Terror of the Catacombs, is a set of first-person shooters that are notable for being developed from the original Catacomb which was designed by John Cormack, of Doom, Commander Keen and Wolfenstein fame. This is the fourth game in the series and plays out in similar fashion to the prequels and sequels but which remains an enjoyable enough entry. The game is a sort of cross between Gauntlet and Doom, with a fantasy style that sees the player taking the role of a magician who makes use of fireballs and spells rather than hi-tech weaponry. You are once again on the trail of the evil Nemesis and must free the townspeople from his reign of terror, which basically means venturing into a series of dungeons and blasting his minions into dust. Changes to the formula this time around include new environments which see you exploring areas beyond the previous games dungeons, including gardens, volcanoes and mines, and new enemies with some distinctive behaviour. The addition of a radar is also a neat touch and which requires the player to discover specific gems in order to reveal different kinds of monsters. Catacomb Abyss is a solid entry into the series, offering a few changes to the basic gameplay but nothing revolutionary. The combat remains fast, furious and uncomplicated and there are plenty of thrilling moments to be experienced. The graphics are decent enough in that old-school fashion, with big, bold sprites and varied environments which present plenty of opportunities for exploration. If you're looking for an enjoyable shooter then this certainly delivers, but its lack of depth and variety soon become obvious and its appeal wanes quickly.",1992-03-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110990,77060,Super Mario Bros. Mushroom World,NULL,1992-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111108,10454,Mystic Riders,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111175,48953,Cyraid,NULL,1992-01-31 00:00:00.000,NULL,NULL,NULL,NULL,50.0000,1
111188,8046,Tiny Toon Adventures: Babs' Big Break,"Babs dreams of making It BIG in the BIG City as a BIG Star. She slips away on an adventurous downtown journey to the Acme Theater. Montana Max wants to turn the theater into a spectacular safe to show off his money. so he's out to bring the curtain down on Babs. Yikes! It’s all up to Buster Bunny, Plucky Duck and Hamton to catch our favorite rising star before Monty catches her first! Join the zaniest star search to hit the Game Boy screen and see Babs in her most thrilling role yet. Here's what the fans have to say.",1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,66.5995,5
111230,14287,Baron Baldric: A Grave Adventure,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111560,37747,Zan II: Spirits,NULL,1992-05-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111617,79233,The Legacy: Realm of Terror,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111794,46727,Ringworld: Revenge of the Patriarch,NULL,1992-09-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111883,42542,Shounen Ashibe: Goma-chan no Yuuenchi Daibouken,NULL,1992-12-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111897,38394,Super Soccer Champ,NULL,1992-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112036,38295,Sougou Kakutougi: Astral Bout,NULL,1992-06-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112225,40127,Pocket Gal Deluxe,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112276,37583,Kaizou Choujin Shubibinman 3: Ikai no Princess,NULL,1992-02-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112313,186640,Catalypse,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112390,136790,Multi-Users in Middle-earth,"MUME has been around a number of years and has a lot of interesting features. It has thousands of rooms, covering the Blue Mountains in the west, the Grey Havens, Bree, the Shire, Fornost in the north, Tharbad in the south, Rivendell, the Misty Mountains, the Carrock and Lórien to the east. There are other places such as the dreaded Mines of Moria, the Orc Caves, the dark and ancient Old Forest, the forest of Mirkwood, the mysterious forest Fangorn and the Troll Warrens. 
 
You can meet a lot of interesting people, such as the elves Cirdan, Elrond, Arwen, Celeborn or Galadriel, the leader of the Istari-Council Saruman, the mean trolls Bill, Bert and Tom or you can just buy a beer in Barliman's famous Inn. The mysterious Tom Bombadil sings his songs in the Old Forest, in which Old Man Willow has taken its roots long ago. And deep down in the earth, in the deepest mines of Moria, you may find a horror that was forgotten a long time ago. You will also meet many others from whom you heard the one or other tale or who are new to you. 
 
You also can solve many quests. You can open ancient dwarven tombs or help a poor shopkeeper find something he lost, defeat fearsome enemies and search for ancient lore. Explore long forgotten towers and hidden places or just lean back with a good beer and listen to the one or other story, told by one of the storytellers. 
 
Players can choose among several different races, each with some unique characteristics. The races are separated into three striving factions. Dwarves, Elves, Half-Elves, Hobbits and Men — among them are the shapeshifting Beornings — are eternally at war with the Orcs, Trolls and Black Númenóreans. Moreover, the orkish tribe of the Zaugurz is trying to expand its territory at the expense of the Tarkhnarb Orcs of Goblin Gate. Most of this conflict takes place to the east and south of the town of Bree, but rare raids or solitary agents of the Red Eye have made it to as far west as the Dwarven homes in the Blue Mountains.",1992-12-31 00:00:00.000,4,NULL,NULL,NULL,NULL,NULL
112469,45870,Wondermega Collection,NULL,1992-02-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112484,39577,Riding Fight,NULL,1992-05-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112487,48223,Power Blade 2,NULL,1992-10-29 00:00:00.000,NULL,NULL,NULL,NULL,79.9503,5
112512,2424,Amberstar,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112529,45792,Greendog: The Beached Surfer Dude!,NULL,1992-09-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112534,42071,Fire Pro Wrestling 3: Legend Bout,NULL,1992-11-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112549,39498,Ring Rage,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112703,88384,Mega Man 3: The Robots are Revolting,NULL,1992-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
112818,48801,Nishimura Kyoutarou Mystery: Super Express Satsujin Jiken,NULL,1992-04-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112825,4861,Inspector Gadget: Mission 1 – Global Terror!,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113117,10947,The Sword of Hope II,NULL,1992-09-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113236,84210,Zyconix,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113244,37276,Crazy Sue goes on,NULL,1992-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113279,62870,Pitapat,NULL,1992-01-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113297,38098,Mahjong Haouden: Kaiser's Quest,NULL,1992-03-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113759,111310,Olimpiadas 92: Gimnasia Deportiva,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113768,69742,Wizkid: The Story of Wizball II,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113813,3147,Aero Fighters,NULL,1992-01-01 00:00:00.000,6,NULL,NULL,NULL,83.9033,22
113952,8939,Time Killers,NULL,1992-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114073,12744,Red Zone,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114224,46324,Buster Ball,NULL,1992-03-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114489,45904,Ultra CDi Soccer,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114492,48066,Defenders of Dynatron City,NULL,1992-09-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114643,66549,Alphabet Blocks,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114903,49014,Super Hunchback,NULL,1992-05-01 00:00:00.000,NULL,NULL,NULL,NULL,60.0000,0
115041,12416,Daughter of Serpents,NULL,1992-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
115173,48226,Tecmo NBA Basketball,NULL,1992-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115355,48242,Stanley: The Search for Dr. Livingston,NULL,1992-11-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115405,49147,Captain Tsubasa VS,NULL,1992-04-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115479,48164,George Foreman's KO Boxing,NULL,1992-01-24 00:00:00.000,NULL,NULL,NULL,NULL,53.0000,1
115662,50119,Color Lines,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115828,45641,Dyna Brothers,NULL,1992-08-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115842,138826,"Super Real Mahjong Special: Mika, Kasumi, Shōko no Omoide yori",NULL,1992-12-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115855,164759,Stunt Buggies,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116503,24013,Go! Dizzy Go!,"Dizzy's nemesis, the evil wizard Zaks, has abducted Dizzy's friends. Thus, the task falls to Dizzy to rescue them. To do this, he must collect fruit in a variety of dangerous mazes scattered throughout several worlds including an underwater realm, forest realm, a pyramid, a mountain, and a castle.",1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116538,66706,F-16 Renegade,"Your crazy professor has hacked into the US Air Force's computers and programmed all of the jets to fly off and start World War III. Since no one will believe your tale on this matter, you take it upon yourself to follow your professor's footsteps: you hack into the USAF computers yourself but to locate the F-16 training program so that you can then break into the air base and heist a jet in order to take down all of the malevolent computer-controlled jets.",1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116568,39584,Shogun Warriors,NULL,1992-05-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116799,10853,Storm Master,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116806,12903,Legends of Valour,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116953,14268,Arnie,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117215,39903,B. Rap Boys,NULL,1992-06-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117389,13797,Arnie,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117478,79581,The Manager,NULL,1992-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
117611,40373,Pang Pom's,NULL,1992-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117846,13257,Sensible Soccer: European Champions,NULL,1992-12-31 00:00:00.000,4,NULL,NULL,NULL,85.0960,12
118123,37616,Spriggan Mark 2: Re-Terraform Project,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
118169,51576,Castles II: Siege & Conquest,"It is the year 1311. The King of France just died and because King Charles didn’t have any heir it is up to you to take control of as much of France as you can. If you manage the Kingdom properly and the Pope gives you the blessing, then you will become the King of France.",1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,50.0000,2
118502,45719,Nakajima Satoru Kanshuu: F1 Grand Prix,NULL,1992-01-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
118527,65196,International Cricket,NULL,1992-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
118535,46595,Galahad,NULL,1992-10-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
118660,46693,Detonator Orgun,NULL,1992-08-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
118804,12570,Demon Blue,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
118848,12790,Sword of Honour,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
118946,19097,Disney's Beauty and the Beast,NULL,1992-12-31 00:00:00.000,NULL,NULL,62.5000,0,NULL,NULL
119077,12461,Prophecy of the Shadow,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
119144,37441,Hanjuku Hero: Aa Sekai Yo Hanjuku Nare,NULL,1992-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
119165,42095,Parodius Da! - Shinwa Kara Owarai He,NULL,1992-03-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
119745,48565,Gluk The Thunder Warrior,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
119835,45616,Magical Taruruuto-kun,NULL,1992-05-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
119938,46629,Aquanoid,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
119939,42012,Dead of the Brain,NULL,1992-04-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
120038,42597,Capcom's MVP Football,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
120366,46586,Paladin's Quest,"The game centers around a boy named Chezni who, on a dare, activates an ancient machine called Dal Gren and in doing so releases a being of immense power and evil. As a result the magic school is destroyed and the headmaster of the school orders Chezni to destroy Dal Gren at whatever cost before it destroys the world. During his travels he meets a girl named Midia, very much like himself, who wishes to help him on his quest, and numerous other mercenaries that come to aid Chezni. The main antagonist is a young dictator named Zaygos, who wants to use the Dal Gren for his own nefarious purposes.",1992-11-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
120570,4533,True Golf Classics: Pebble Beach Golf Links,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
120837,44421,Daisenryaku Expert,NULL,1992-09-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121025,64691,Galaxy Fraulein Yuna,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121069,79964,Microsoft Entertainment Pack 4,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121197,44407,Gambler Jiko Chuushinha: Mahjong Kouisen,NULL,1992-09-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121335,38411,Super Valis IV,NULL,1992-03-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121424,39312,Varth: Operation Thunderstorm,NULL,1992-08-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121527,42601,Super Baseball Simulator 1.000,NULL,1992-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121565,45547,Ambition of caesar 2,NULL,1992-01-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121621,48177,Town & Country Surf Designs II: Thrilla's Surfari,NULL,1992-04-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
122233,46228,Championship Pro-Am,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
122340,178246,G.I. Joe,NULL,1992-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
122459,48391,Taiyou no Yuusha Fighbird,NULL,1992-02-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
122488,49050,Out of Gas,NULL,1992-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
122595,64050,Super Pang II,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
122959,7648,Space Crusade,NULL,1992-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
123006,11375,Creatures II: Torture Trouble,NULL,1992-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
123314,176074,Cell War,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
